"ranking_date","player_id","player_name","atp_rank","atp_points","atp_points_change","atp_rank_change","country","age"
"2026-07-20","206173","Jannik Sinner","1","13450","0.0","0.0","ITA","24"
"2026-07-20","100644","Alexander Zverev","2","8480","0.0","0.0","GER","29"
"2026-07-20","207989","Carlos Alcaraz","3","8160","0.0","0.0","ESP","23"
"2026-07-20","","Felix Auger-Aliassime","4","4740","0.0","0.0","",""
"2026-07-20","200282","Alex De Minaur","5","4110","0.0","0.0","AUS","27"
"2026-07-20","210097","Ben Shelton","6","3770","0.0","0.0","USA","23"
"2026-07-20","104925","Novak Djokovic","7","3760","0.0","0.0","SRB","39"
"2026-07-20","106421","Daniil Medvedev","8","3670","0.0","0.0","RUS","30"
"2026-07-20","207925","Flavio Cobolli","9","3460","0.0","0.0","ITA","24"
"2026-07-20","126203","Taylor Fritz","10","3365","0.0","0.0","USA","28"
"2026-07-20","122330","Alexander Bublik","11","2610","-200.0","0.0","KAZ","29"
"2026-07-20","208103","Jiri Lehecka","12","2510","0.0","0.0","CZE","24"
"2026-07-20","134770","Casper Ruud","13","2435","0.0","0.0","NOR","27"
"2026-07-20","126094","Andrey Rublev","14","2380","150.0","2.0","RUS","28"
"2026-07-20","207518","Lorenzo Musetti","15","2315","0.0","-1.0","ITA","24"
"2026-07-20","210530","Learner Tien","16","2270","0.0","-1.0","USA","20"
"2026-07-20","126207","Frances Tiafoe","17","2230","0.0","0.0","USA","28"
"2026-07-20","210084","Jakub Mensik","18","2205","0.0","1.0","CZE","20"
"2026-07-20","200473","Valentin Vacherot","19","2188","50.0","2.0","MON","27"
"2026-07-20","200221","Alejandro Davidovich Fokina","20","2160","0.0","0.0","ESP","27"
"2026-07-20","209260","Luciano Darderi","21","2125","-85.0","-3.0","ITA","24"
"2026-07-20","202103","Francisco Cerundolo","22","2060","-50.0","0.0","ARG","27"
"2026-07-20","209950","Arthur Fils","23","1990","0.0","0.0","FRA","22"
"2026-07-20","126205","Tommy Paul","24","1975","0.0","0.0","USA","29"
"2026-07-20","212588","Rafael Jodar","25","1927","0.0","0.0","ESP","19"
"2026-07-20","111575","Karen Khachanov","26","1780","0.0","0.0","RUS","30"
"2026-07-20","126239","Arthur Rinderknech","27","1723","40.0","1.0","FRA","30"
"2026-07-20","211663","Joao Fonseca","28","1710","0.0","-1.0","BRA","19"
"2026-07-20","200005","Ugo Humbert","29","1575","0.0","0.0","FRA","28"
"2026-07-20","126214","Alejandro Tabilo","30","1508","70.0","1.0","CHI","29"
"2026-07-20","144869","Tomas Martin Etcheverry","31","1460","0.0","-1.0","ARG","27"
"2026-07-20","206909","Brandon Nakashima","32","1435","0.0","0.0","USA","24"
