"ranking_date","player_id","player_name","atp_rank","atp_points","atp_points_change","atp_rank_change","country","age"
"2026-07-27","202385","Jenson Brooksby","77","770","0.0","-3.0","USA","25"
"2026-07-27","208316","Valentin Royer","78","768","0.0","-3.0","FRA","25"
"2026-07-27","210262","Jaime Faria","79","760","42.0","9.0","POR","22"
"2026-07-27","132283","Lorenzo Sonego","80","758","0.0","-3.0","ITA","31"
"2026-07-27","208233","Mattia Bellucci","81","751","0.0","-2.0","ITA","25"
"2026-07-27","208029","Holger Rune","82","750","0.0","-2.0","DEN","23"
"2026-07-27","105902","James Duckworth","83","746","0.0","-1.0","AUS","34"
"2026-07-27","105916","Marton Fucsovics","84","740","-25.0","-8.0","HUN","34"
"2026-07-27","106218","Marcos Giron","85","730","0.0","0.0","USA","33"
"2026-07-27","105227","Marin Cilic","86","721","0.0","0.0","CRO","37"
"2026-07-27","208659","Giovanni Mpetshi Perricard","87","710","0.0","2.0","FRA","23"
"2026-07-27","123828","Jan Choinski","88","707","0.0","2.0","GBR","30"
"2026-07-27","","Aleksandr Shevchenko","89","699","-37.0","-5.0","",""
"2026-07-27","200384","Hugo Gaston","90","694","92.0","19.0","FRA","25"
"2026-07-27","105477","Marco Trungelliti","91","693","15.0","4.0","ARG","36"
"2026-07-27","126128","Roman Safiullin","92","678","0.0","2.0","RUS","28"
"2026-07-27","208014","Rinky Hijikata","93","677","0.0","3.0","AUS","25"
"2026-07-27","200647","Sho Shimabukuro","94","677","0.0","3.0","JPN","28"
"2026-07-27","206499","Aleksandar Kovacevic","95","673","-12.0","-2.0","USA","27"
"2026-07-27","200443","Adam Walton","96","670","2.0","3.0","AUS","27"
"2026-07-27","207182","Emilio Nava","97","664","0.0","3.0","USA","24"
"2026-07-27","209976","Dino Prizmic","98","652","-50.0","-7.0","CRO","20"
"2026-07-27","209113","Gabriel Diallo","99","645","-50.0","-7.0","CAN","24"
"2026-07-27","207681","Francisco Comesana","100","633","-17.0","1.0","ARG","25"
"2026-07-27","126127","Benjamin Bonzi","101","633","0.0","2.0","FRA","30"
"2026-07-27","106000","Damir Dzumhur","102","632","-87.0","-15.0","BIH","34"
