"ranking_date","player_id","player_name","atp_rank","atp_points","atp_points_change","atp_rank_change","country","age"
"2026-06-15","206173","Jannik Sinner","1","13500","0.0","0.0","ITA","24"
"2026-06-15","207989","Carlos Alcaraz","2","9960","0.0","0.0","ESP","23"
"2026-06-15","100644","Alexander Zverev","3","7190","-115.0","0.0","GER","29"
"2026-06-15","","Felix Auger-Aliassime","4","4390","-50.0","0.0","",""
"2026-06-15","210097","Ben Shelton","5","4070","150.0","0.0","USA","23"
"2026-06-15","200282","Alex De Minaur","6","4060","155.0","0.0","AUS","27"
"2026-06-15","106421","Daniil Medvedev","7","3810","50.0","1.0","RUS","30"
"2026-06-15","104925","Novak Djokovic","8","3760","0.0","-1.0","SRB","39"
"2026-06-15","126203","Taylor Fritz","9","3635","-85.0","0.0","USA","28"
"2026-06-15","207925","Flavio Cobolli","10","3540","0.0","0.0","ITA","24"
"2026-06-15","122330","Alexander Bublik","11","3020","90.0","0.0","KAZ","28"
"2026-06-15","208103","Jiri Lehecka","12","2640","65.0","0.0","CZE","24"
"2026-06-15","126094","Andrey Rublev","13","2460","0.0","0.0","RUS","28"
"2026-06-15","134770","Casper Ruud","14","2425","0.0","0.0","NOR","27"
"2026-06-15","207518","Lorenzo Musetti","15","2315","0.0","1.0","ITA","24"
"2026-06-15","210084","Jakub Mensik","16","2300","0.0","1.0","CZE","20"
"2026-06-15","209260","Luciano Darderi","17","2300","0.0","1.0","ITA","24"
"2026-06-15","111575","Karen Khachanov","18","2280","-40.0","-3.0","RUS","30"
"2026-06-15","210530","Learner Tien","19","2270","0.0","0.0","USA","20"
"2026-06-15","200473","Valentin Vacherot","20","2138","-7.0","0.0","MON","27"
"2026-06-15","209950","Arthur Fils","21","1940","0.0","0.0","FRA","22"
"2026-06-15","200221","Alejandro Davidovich Fokina","22","1860","0.0","0.0","ESP","27"
"2026-06-15","212588","Rafael Jodar","23","1849","0.0","0.0","ESP","19"
"2026-06-15","126239","Arthur Rinderknech","24","1776","0.0","0.0","FRA","30"
"2026-06-15","211663","Joao Fonseca","25","1735","0.0","0.0","BRA","19"
"2026-06-15","126207","Frances Tiafoe","26","1730","25.0","0.0","USA","28"
"2026-06-15","202103","Francisco Cerundolo","27","1660","0.0","0.0","ARG","27"
"2026-06-15","126205","Tommy Paul","28","1645","0.0","0.0","USA","29"
"2026-06-15","111815","Cameron Norrie","29","1595","0.0","0.0","GBR","30"
"2026-06-15","144869","Tomas Martin Etcheverry","30","1510","0.0","0.0","ARG","26"
"2026-06-15","126214","Alejandro Tabilo","31","1428","0.0","0.0","CHI","29"
"2026-06-15","206909","Brandon Nakashima","32","1385","0.0","0.0","USA","24"
"2026-06-15","200005","Ugo Humbert","33","1360","-10.0","0.0","FRA","27"
"2026-06-15","208286","Matteo Arnaldi","34","1336","0.0","0.0","ITA","25"
